Health Region,Agriculture...Forestry.NH3,Agriculture...Forestry.PM10.FIL,Agriculture...Forestry.PM10.PRI,Bulk.Terminals...Plants.NH3,Bulk.Terminals...Plants.PM25.PRI,Bulk.Terminals...Plants.PM.PRI,Coal.PM25.PRI,Coal.PM.CON,Coal.PM.PRI,Coal.SO2,Coal.VOC,Commercial.Institutional.Coal.CO,Commercial.Institutional.Coal.NH3,Commercial.Institutional.Coal.NOX,Commercial.Institutional.Coal.PM10.FIL,Commercial.Institutional.Coal.PM10.PRI,Commercial.Institutional.Coal.PM25.FIL,Commercial.Institutional.Coal.PM25.PRI,Commercial.Institutional.Coal.SO2,Commercial.Institutional.Coal.VOC,Commercial.Institutional.Gas.CO,Commercial.Institutional.Gas.NH3,Commercial.Institutional.Gas.NOX
361,125.805427,59.9438011,1658.81,0.042310723,98.3009049,0.563759715,6.964283541,7.283793468,1.165406955,29.13517388,1.573299389,3.467085692,1.209109716,3.102896018,1.893786303,62.05792035,0.495297956,15.41,3.606595695,4.918085277,1.311489344,180.764494,1481.392962
362,116.4219451,782.1840505,168.3817345,5.904430102,70.30509513,69.09014271,0.465603188,0.025223402,1.061319163,8.12446687,306.6469032,0.06,986.9555053,4.017859896,373.0350822,7.868389003,5.784136734,3.602913885,71.44068591,1044.500205,12.69708098,14.02229485,8.615397078
363,45.29834605,207.5201849,1.206516267,2.768219229,32.96339421,32.39587031,1.246426231,0.155316079,0.742515049,7.818766836,125.0223044,0.06,471.9048814,1.881288538,173.760956,3.687297222,2.711515301,1.750475758,119.979,554.338932,4.827169069,5.361443194,3.7942871
364,204.0744336,613.3800261,3.582111027,9.398585042,112.0187158,110.0328207,0.818603908,0.024828205,0.753598794,6.814680756,444.6492052,0.06,1522.127546,6.367104923,591.7155146,12.47935697,9.179336424,5.920670769,137.7262943,901.1670259,22.37995819,25.24047677,15.40630639
365,17.56885152,1.914489141,96.40670518,1.826699717,0.0585,0.380371561,41.24353136,9.22064177,28.12216626,2.184205919,2.38714471,2.012736537,2.215675328,0.202938792,1.478115219,3.627549924,0.371039461,1.4824886,8.713779568,119.7835005,2.352008837,1.164631183,2.758882188
366,1.490005,15.56953673,219.6282506,2.67586698,3.377435735,1346.145313,0.870783406,0.204420361,0.838816114,0.628918164,0.207910781,0.246232481,2.630868388,46.08022272,723.1986629,1.793045244,164.720722,3.530494804,1.535309218,59.03068765,2.377638142,0.240546,143.6092584
367,0.949328518,54.84420011,0.259827561,0.009,0.198516129,0.17,7.695331354,3.836768752,5.67401259,1.831671061,0.492851578,11.77398365,7.48748578,29.24000959,3.264061324,141.2880731,12.13721639,13.22438728,7.305426287,6.613799988,0.314728298,0.0536,477.7374712
368,12.82224178,363.3966977,2.526615269,0.009,0.198516129,0.17,27.93641882,16.38698867,22.22203582,5.828310183,9.835529026,11.11207803,63.21053725,141.0839053,19.8662042,768.5781398,63.84547146,73.38365135,55.93492808,49.03621509,7.94581293,0.0536,1445.669943
369,1.480991362,121.5281943,0.329925388,0.009,0.198516129,0.17,3.029717661,1.873450778,2.642170922,0.762718287,0.111963971,1.624155411,10.66900201,31.11200878,4.025951957,154.0528581,16.36062073,18.45093063,12.2816691,10.98094794,1.422964923,0.0536,356.5122264
370,3.574399482,9.217534944,8.548825528,1.988728405,0.429565335,0.946634721,325.0483025,12.66866583,10.9173253,10.59234716,20.71855449,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,331.1578988,0.560149962,24.4153596,0.028306537
371,2.436803599,6.265504915,5.807250047,1.390193508,0.300281797,0.66173211,713.0648705,24.46093704,21.00870819,20.14396817,32.64669147,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,6.643714987,0.240191928,8.938242015,0.177310265
372,4.64929696,12.13327022,11.25276556,2.631568059,0.568418701,1.252626396,622.7019386,21.21777597,18.22907942,17.52085986,30.69639051,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,74.64385783,0.68080648,81.84789028,2.422268223
373,4.51593956,11.63846832,10.78877379,2.758891858,0.590069515,1.300338376,817.7681684,27.76926098,23.85456406,22.91267555,39.73695571,0.154852424,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,41.83216343,0.809903339,73.86929127,1.635504354
374,4.103382496,10.84909056,10.04791217,2.028172959,0.438085359,0.965410328,724.3534719,24.62802797,21.15079271,20.28216844,33.40707977,5.48170876,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,278.5109024,0.671265199,135.2114862,9.155518473
375,1.092034953,0.555516819,1.2207679,22.86447578,564.3319116,17.55339831,2.87785708,0.005709834,299.0763042,1.657927948,358.5820505,0.987533179,2.978917236,0.982868478,2.665886346,0.23014752,0.016727704,1.210364987,20.83313676,20.64661525,2.695766857,91.4071765,8.24443491
376,1.612575867,0.900631523,0.588037632,71.26819313,1505.412165,4.936585682,3.00691681,0.006591725,351.9898553,1.732253036,408.7639127,2.933769808,6.292276147,2.671075869,5.708966868,1.520182349,0.313293174,3.35295065,26.66195789,19.52477576,2.821517503,88.74984996,8.196212666
377,3.794640875,0.225635837,0.268610537,131.4735756,1364.325388,5.226342872,1.871872616,0.004438712,198.6407282,1.079562196,241.0242495,1.69523445,2.976407648,1.692470204,2.775650876,0.135603891,0.015953183,1.824074774,13.41131535,13.73142842,1.756230549,65.93109762,5.693645095
378,54.46303557,8.167605351,8.167605351,0.39115979,0.031196793,2.621730495,0.459925859,4.80081302,18.10128206,3.089534856,6.080643639,6.875219824,0.83938919,28.07744337,2.580187669,0.180663977,2.566365039,0.166841346,0.210618052,45.16650955,0.466631466,63.57807708,124.1302629
379,116.1695183,17.42183739,17.42183739,0.014095132,0.001124152,0.094471975,0.247348128,0.309759265,18.10128206,0.255143462,2.123476632,0.813429251,0.013698829,3.112331447,0.172279008,0.61205086,0.144375064,0.584146916,0.1556,0.940194878,0.078035859,14.48122362,29.2127405
380,10.56108945,1.582988658,1.582988658,0.063475189,0.005062439,0.425439531,0.422163672,3.565809045,18.10128206,0.607420172,2.664524555,0.385565632,0.061690501,1.542262527,0.083282176,0.183529241,0.064003895,0.164250959,0.1556,3.285019182,0.026218463,9.940642857,6.892939463
381,1.559436141,0.231516393,0.231516393,0.019274744,0.001537251,0.129188087,2.163168527,1.013628,18.10128206,4.129577307,37.97965437,0.70654235,0.177841682,2.213085793,0.778640064,1.718177182,0.597583169,1.537120287,0.1556,9.535197465,0.075044063,16.88454241,6.858925692
382,320.3615376,35.40275924,35.40275924,0.00140484,0.067447917,0.072916667,3.742909991,1.595338685,82.10108056,27.39687395,0.076698975,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,11.04351729,0.145821684,47.19920142
383,238.6628191,230.3305352,230.3305352,0.00140484,0.067447917,0.072916667,0.617877946,0.263357813,82.10108056,4.522663982,0.012661434,8,0.245,4,0.07,0.8,0.04,0.3,48.74370636,2.51,4.181179565,0.025966015,5.631070912
384,1223.285998,714.5988364,714.5988364,0.00140484,0.067447917,0.072916667,5.241579057,2.234115664,82.10108056,38.36664015,0.107409407,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,118.9756331,2.003119524,205.8826067
385,781.8445441,942.3636851,942.3636851,0.00140484,0.067447917,0.072916667,65.73557898,27.95403203,82.10108056,546.7831634,4.069244308,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,451.056633,35.14029824,362.5310626
386,93.52770775,31.52792423,31.52792423,0.00140484,0.067447917,0.072916667,0.734803682,0.313195012,82.10108056,5.378522032,0.015057452,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,4.423413341,0.034580745,9.222454692
387,11579.1622,2723.861366,2723.861366,0.00140484,0.140460187,0.160338009,20.51366271,6.597959898,88.42718493,132.4261339,0.924157581,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,365.473846,24.862366,2587.191011
388,1513.942692,1262.853455,1262.853455,0.00140484,0.067447917,0.072916667,9.354053294,3.986973536,82.10108056,68.46860321,0.19168142,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,71.9904253,1.683244093,236.7638371
389,2296.533101,200.3701144,200.3701144,0.00140484,0.169233874,0.347774592,74.34499,31.68802853,82.10108056,544.1809515,1.52346291,8.402131212,0.321330462,53.23128602,0.07,83.89967035,0.04,36.83436533,231.1284571,3.265857742,2026.408168,40.58327687,598.4173502
390,3115.295904,1694.611923,1694.611923,0.00140484,0.049946129,0.053995815,61.39624488,20.85576748,50.866703,461.6511885,1.293276914,6.739325229,0.198011213,3.312359216,0.07,0.632674076,0.04,0.240404465,56.57,2.044696403,468.886034,5.202176872,1217.574141
