"","order","STUSPS","orderReg","GEOID","Agriculture...Forestry.NH3","Agriculture...Forestry.PM10.FIL","Agriculture...Forestry.PM10.PRI","Bulk.Terminals...Plants.NH3","Bulk.Terminals...Plants.PM25.PRI","Bulk.Terminals...Plants.PM.PRI","Coal.PM25.PRI","Coal.PM.CON","Coal.PM.PRI","Coal.SO2","Coal.VOC","Commercial.Institutional.Coal.CO","Commercial.Institutional.Coal.NH3","Commercial.Institutional.Coal.NOX","Commercial.Institutional.Coal.PM10.FIL","Commercial.Institutional.Coal.PM10.PRI","Commercial.Institutional.Coal.PM25.FIL","Commercial.Institutional.Coal.PM25.PRI","Commercial.Institutional.Coal.SO2","Commercial.Institutional.Coal.VOC","Commercial.Institutional.Gas.CO","Commercial.Institutional.Gas.NH3","Commercial.Institutional.Gas.NOX"
"1827",1827,"GA",83,13315,610.5695679,1136.61,1136.61,0.35,10.48,0.43,0.10323,0.36218925,0.002819259,0.02,0.033615558,0.005378489,0.134462234,0.007260961,0.016001006,0.005580183,0.014320228,0.008740045,0.475,0.286404558,0.002285858,12.93,35.87770506
"1828",1828,"LA",135,22081,226.35,33.95,33.95,0.00693122,0.004298689,0.007997561,1,3,38,1.76,18.78049939,0.17010086,58.42661145,2.302114932,1.985148518,1.809511526,3.873486481,31,63.5,55.5,23.5,42.259462935,17.095238095
"1829",1829,"TN",37,47093,11.89,1.9,1.09,227.6635747,27.94588538,49.58055359,6.031458333,6.515090909,0.019201229,0.502833805,0.483632575,28,29.94117681,655.65,249.33,71.66,0.68,85.87,5.997432079,0.127053555,5.920527316,0.043473761,0.125
"1830",1830,"ME",210,23017,1.816983981,205.6899,1.113465,0.864947,0.690643315,0.012288116,3.775971597,2.347181871,76.40128384,0.562848574,0.11615,0.1798956385,0.11615,0.1798956385,0.0637456385,134.13,168.2654403,1.514885023,20.890578,17.98905294,18.15399144,33.68163231,27.66319497
"1831",1831,"MO",341,29095,710.25,106.53,106.53,92.31723111,110.39,72.04,633.1008,0.986227994,3.949615616,0.974216607,3.47760423,0.323387623,3.7314,33.4718,19.12070004,2.821200007,78.66620048,4.661162445,3.40887393,8.157234074,4.738360143,17.37685311,1.61357001
"1832",1832,"GA",87,13281,39.70403974,5.25,5.25,0.22,6.67,0.27,0.10323,0.36218925,0.01,0.1,0.103078618,0.016492579,0.412314471,0.022264981,0.049065422,0.017111051,0.043911491,0.026800441,0.475,0.878229823,0.007009346,14.87,38.8187961
"1833",1833,"MS",122,28129,3851.947312,371.81,371.81,10.31141806,0.01,2.52,0.13,0.03112303,0.001779685,0.14735333,0.018297206,0.022514114,0.006795094,0.010762003,0.001836909,14.42,0.02,0.522592067,5.86,5.86,5.86,25.04,54.84223054
"1834",1834,"ID",312,16075,103.419,20.14,41.38,0.47,0.004590909,6.34,1.045,0.05,0.41,0.58,0.09,2.79,0.13,0.28,0.1,0.25,0.15,0.01,0.16,0.04,91.18644528,98.94699219,21.34756637
"1835",1835,"ID",310,16079,0.43,14.16,10.635,0.43,0.004227273,5.87,1.045,0.04,0.38,0.54,0.09,2.58,0.12,0.26,0.09,0.23,0.14,0.01,0.15,0.04,91.18644528,98.94699219,21.34756637
"1836",1836,"NC",63,37095,1600.17,1600.17,240.02,0.023410324,0.003057003,0.00525902,0.187259952,0.203489148,0.021846994,0.03807619,0.016229196,5.65,0.960643553,0.00078025,0.501885407,0.002927665,0.597482627,0.001180028,0.000642294,0.002569175,0.001926881,0.019382,0.27
"1837",1837,"IA",258,19067,2152.908654,2470.9,2470.9,6.06,1786.752235,89.66573215,1.120813836,0.006724883,2.465790439,2.689953206,2.923082484,0.313827874,0.546957152,0.233129278,27.4,39.52437911,0.011208138,7.064245212,8.409815728,0.01,0.043731042,0.009040552,0.036162208
"1838",1838,"KY",203,21145,12.33,27.79,1.2347784,146.7558736,20.04532317,21.86762527,35.80568363,0.203652888,42.62581384,0.15520352,0.296985432,0.11520352,0.2595798,0.13969733,2.08,0.080864,0.255754883,2.344419761,0.478701856,12.21987102,0.694698414,1.479258857,0.513658418
"1839",1839,"KY",203,21225,1.38,27.79,1.2347784,0.048620782,2.942191427,3.209663374,5.124265722,0.02989155,6.100316336,0.01,0.031721645,0.00655784,0.02623136,0.01967352,2.08,0.162425565,0.036601898,0.335517398,0.070262399,1.774074082,0.101790474,0.216066953,0.075258541
"1840",1840,"SD",280,46125,9.08,0.03,0.340855508,0.045693265,0.075644899,0.04435937,1.611406811,3.735152545,0,0,0,0,0,0,0,0,1.66,0,24.98,30.33071472,0.095964774,8.967086345,0.193560505
"1841",1841,"TN",93,47029,20.4,3.68,1.09,31.69967191,4.090674765,7.079528622,0,0,0,0,0,28,29.94117681,0,0,5.132670441,0.029940578,6.110321954,0.031773674,0.006568596,0.026274384,0.019705788,0.125
"1842",1842,"TN",92,47067,4.65,2.645,1.09,2.599696732,0.335477094,0.580593625,0,0,0,0,0,28,29.94117681,0,0,0.812614967,0.004740254,0.96739877,0.005030474,0.001039954,0.004159815,0.003119861,0.125
"1843",1843,"TN",99,47071,95.54,3.49,1.09,27.17478911,3.506762605,6.068980709,0,0,0,0,0,28,29.94117681,0,0,4.473731492,0.026096767,5.325870823,0.027694528,0.005725311,0.022901245,0.017175933,0.125
"1844",1844,"SC",73,45067,0.499919624,1.477440063,12.683,21.592,7.56,0.03,0.03,0.5,1.5,0.1416,6.08,0.23,1.26,0.08,1.11,1.03,0.00462,0.237,0.1,106.12,134.3084478,1.090194815,393.6550926
"1845",1845,"LA",129,22117,190.31,28.54,28.54,0.033057456,0.02050198,0.038143218,1,3,38,5.72,124.1022828,1.092470671,382.4058576,14.7750753,12.72931374,11.63617967,25.06439909,31,63.5,55.5,23.5,42.259462935,17.095238095
"1846",1846,"MO",345,29207,3941.2,591.18,591.18,0.09,2.37,1.54,10.94,0.0313967475,0.05,0.0285304115,0.04,0.009182292,0.06,0.61,0.373277832,0.060524453,1.536056149,0.089795014,0.063637607,0.154620956,0.09098335,0.261578814,0.02074079
"1847",1847,"GA",82,13093,671.9035523,3165.65,3165.65,3.98,118.51,4.96,0.10323,0.36218925,0.008095606,0.07,0.078017763,0.012482842,0.312071052,0.016851837,0.037136455,0.012950949,0.033235567,0.020284618,0.475,0.664711341,0.005305208,19.11,122.4686527
"1848",1848,"MN",252,27145,0.474509805,0.44,35.41,134.25225,0.206759947,1.285854253,0.675074937,11.09828297,0.0151343,156.3809449,9.036145832,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,177.555605,529.6784712,4.365787693,1689.645442,59.75559916
"1849",1849,"NE",287,31155,2547.46,382.11,382.11,12.35503995,1.57245963,2.740572498,0.149584348,0.016059669,0.027989709,0.01193004,1.059249902,0.00057356,4.809879037,0.028057628,5.726046473,0.01,0.029775442,0.0061555,0.0184665,0.034356279,0.314932556,0.118755456,0.019000873
"1850",1850,"MN",252,27141,0.474509805,0.06,1.827764645,22.037,0.010393,0.133978716,0.039600055,0.129648529,0.001048474,2.136535,0.057395,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,228.82221,264.9722853,2.235694165,805.6916757,30.42702448
"1851",1851,"SD",281,46035,9.08,0.03,1.284136806,0.269912628,0.44683858,0.262033239,5.373451315,10.84706977,0,0,0,0,0,0,0,0,1.66,0,48.78,73.59017171,0.217790081,20.44618786,0.436445214
"1852",1852,"TN",93,47025,22.55,2.12,1.09,41.99856009,5.419691738,9.379592605,0,0,0,0,0,28,29.94117681,0,0,4.7986205,0.027991953,5.712643452,0.029705746,0.006141092,0.024564367,0.018423275,0.125
"1853",1853,"TX",145,48337,916.39,104.4,104.4,0.89,27.83,0.03,350.27,0.45,3.77,0.02,4.49,0.03,0.08,0.01,0.06,0.04,0.02,0.24,0.010704145,0.28,0.01,0.13,0.009789
"1854",1854,"TX",145,48049,842.41,98.13,98.13,10.91,337.6,0.38,350.27,0.45,40.155,0.06,47.535,0.1,2.828,0.05,2.788,0.15,0.283,2.626,0.041643636,0.58,0.02,0.21,0.009789
"1855",1855,"WI",245,55101,198.59,198.59,18.27,5.089571975,278.9748572,15.18783,0,0,25.84470508,17.787125,0,0,111.0204349,0.45,141.9627388,5.025749651,6.765586246,3.478796907,1.259836596,0.003215652,6.527225828,1.208742885,6.641366534
"1856",1856,"WI",244,55115,322.26,322.26,3.25,5.089571975,278.9748572,15.18783,0,0,25.84470508,17.787125,0,0,53.80729405,0.3,64.57341837,0.120350874,0.449409542,0.120350874,0.009058668,0.03123889,0.129409542,0.380586924,3.512865271
"1857",1857,"IA",260,19009,2995.541271,1924.14,1924.14,6.06,1786.752235,89.66573215,0.33393348,0.002003601,0.734653656,0.801440352,0.870898516,0.093501374,0.162959538,0.069458164,27.4,11.77583024,0.003339335,2.10470991,2.505607036,0.004948574,0.013029157,0.002693528,0.01077411
"1858",1858,"TX",145,48207,2819,412.32,412.32,0.18,5.63,0.006499,350.27,0.45,1.16,0.006807,1.38,0.01,0.02,0.005974737,0.02,0.01,0.008336,0.07,0.010258382,0.12,0.01,0.069646559,0.01
"1859",1859,"OK",153,40083,2.45,45.368,3.884,0.25973499,0.049024673,10.00503533,0.05164726,1.291181492,0.069723801,0.153650598,0.053584032,0.137510829,0.083926797,2.750216578,0.021950085,4.38,157.6766151,1.454870237,20.66613826,17.77935964,17.10234794,31.13197615,4.34
"1860",1860,"NY",207,36065,4.573059848,1.545394988,53.15885055,5.90701322,847.97,872.8163457,2008.885924,28.18,7.3085,102.8475,236.5784633,310.0496393,47.79157095,115.9527469,0.351176001,0.01502188,0.02,0.77,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"1861",1861,"CO",275,8065,1.03,0.155525001,4.682316051,161.23633435,0.870344996,2376.4939845,0.097198215,1.3640999795,2.242105178,0.005353916,1.039699736,0.006064915,1.237737781,0.002444532,0.006436236,0.001330568,0.005322272,0.003991704,1.180000007,0.007426427,0.068075578,0.020764145,0.003322263
"1862",1862,"OK",152,40121,5.21,45.368,3.884,0.526939877,0.09945928,20.2978123,0.104779878,2.619496953,0.141452835,0.311720137,0.108709124,0.278976425,0.170267302,5.57952851,0.044531448,9.944,139.1219261,1.194231207,16.12543175,13.90002057,13.50779011,27.8338256,13.64
"1863",1863,"WV",194,54017,0.5669839585,46.10491,0.3718375,0.014225115,0.466146079,0.003720415,19.7303723,0.207876561,71.13182434,2.850545792,2.450981754,2.169756655,4.091321609,8.69,699.2451,56.7524,211.186394,47.659889895,34.015352295,66.8816735,13.26060334,2.111,33.19155
"1864",1864,"WV",192,54105,0.099259439,46.10491,0.3718375,0.007520704,0.246447689,0.001966953,7.419933316,0.06068557,21.50242866,0.836974627,0.719572003,0.634990109,1.506947127,8.69,699.2451,56.7524,211.186394,47.659889895,34.015352295,66.8816735,13.26060334,2.111,33.19155
"1865",1865,"NH",366,33003,1.490005,3.63706185,166.379454,0.601313,1.144170788,395.4129864,0.035560558,0.007351461,0.029405846,0.022054384,0.07439114,0.041031413,0.376121285,17.19,240.2662373,0.634071051,61.01051271,1.277958956,0.855004786,18.50843459,0.025,0.240546,92.871458
"1866",1866,"WV",193,54095,0.0413836,46.10491,0.3718375,0.05,0.14,0.001117371,14.41058935,0.136485339,47.34426509,1.876077194,1.613031644,1.426093047,2.962103827,0.13,699.2451,56.7524,211.186394,47.659889895,34.015352295,66.8816735,13.26060334,2.111,33.19155
"1867",1867,"MN",255,27079,0.017233029,0.02,0.721120837,93.20965003,0.460576509,1.532279056,0.969391723,1.92353685,0.022471627,6.6234375,1.981478,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,13.564545,79.64275803,0.723499176,253.7538969,9.878211382
"1868",1868,"WA",321,53017,3.45,1.83,3.4627138125,1.139608229,0.048366039,0.12175937,12.43127253,10.21941408,25.701546,631.1755,88.089,76.599,49.7895,1.02939348,0.039214985,1.225468429,0.0024203,0.006372436,0.005269514,0.003952136,7,0.629999995,0.007352811
"1869",1869,"NY",206,36009,14.07869964,0.547662893,73.54609507,2.53422315,399.88,410.1928458,1120.4199,11.43,1.0275,102.8475,235.45,265.31,47.09,74.76,1.055877081,2.410727883,4.4527825,1.65,2.639,3.393,0.608614084,0.7509022865,0.3440202015
"1870",1870,"WI",246,55027,514.91,514.91,8.23,5.089571975,278.9748572,15.18783,0,0,25.84470508,17.787125,0,0,53.51284904,0.17,64.4146679,2.322374552,2.67544646,2.322374552,0.173071908,0.05247339,2.08674646,0.378088007,3.538964635
"1871",1871,"IA",262,19105,2343.868746,2478.18,2478.18,6.06,1786.752235,89.66573215,1.064811889,0.006388871,2.342586156,2.555548534,2.777029407,0.298147329,0.519628202,0.221480873,27.4,37.54952646,0.010648119,10.70127712,12.74961563,0.01,0.061546001,0.008588837,0.054355347
"1872",1872,"KS",299,20007,1731.9,1731.9,259.78,0.0734619,1.913283836,0.011160822,0.013666313,0.125274537,0.111623422,0.017859748,0.452975097,0.026677538,0.055736664,0.01940333,0.048462456,0.029059126,0.100353,0.127214611,0.007736687,0.62955,0.97506069,0.126465,0.47197569
"1873",1873,"MO",349,29169,132.48,19.87,19.87,0.01,3.67,2.39,16.92,0.0313967475,0.08,0.0285304115,0.07,0.009182292,0.1,0.93,0.583473591,0.090555774,2.358209496,0.130379992,0.093854852,0.244896929,0.151042077,0.285409172,0.030785031
"1874",1874,"AL",110,1045,918.6743852,849.65,849.65,9.0767202215,3.941124667,1.31,0.18,0.27,0.29,0.01,0.03,0.02,856.2413385,6.197,11.77,0,0.14,0.001858467,0.25,0.27,0.11,0.13,0.02
"1875",1875,"KS",298,20109,2301.02,2301.02,345.15,0.004197823,1.183277486,0.006902452,0.008451982,0.077476502,0.069033919,0.011045427,0.280144129,0.016498822,0.034470547,0.012000061,0.029971786,0.017971724,0.100353,0.127214611,0.004784783,0.62955,0.97506069,0.126465,0.47197569
"1876",1876,"CA",387,6039,3528.942652,666.78,666.78,0.00140484,0.003854331,0.009176978,5.43146645,2.315051274,82.10108056,39.7565536,0.111300542,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,21.03215133,0.28,152.0370543
"1877",1877,"MO",348,29075,863.78,129.56,129.56,0.001115407,0.58,0.38,2.7,0.0313967475,0.01,0.0285304115,0.01,0.009182292,0.01,0.14,0.090842189,0.01013475,0.37926408,0.02251668,0.010934628,0.031187285,0.020252657,0.067403457,0.006497731
"1878",1878,"NE",296,31009,109.2,16.38,16.38,6.190283446,0.787854257,1.373117419,0.002142996,0.000230076,0.00040099,0.000170914,0.015175171,8.22e-06,0.068907948,0.000401963,0.082033272,0.000162016,0.000426573,8.82e-05,0.000264557,0.0004922,0.00451183,0.001701331,0.000272213
"1879",1879,"UT",309,49009,2.22,21.280401755,0.19,0,0,0,0,0,0,0,0,0.672921561,0.697,0.180941183,0.2050196205,0.024078433,0.0200025,0.09,0.01,0.009294118,0.01,0.000705882,1.46
"1880",1880,"WY",372,56031,1.92,5.22,4.83,0.54136666,0.116935199,0.25769053,749.9920416,25.10761986,21.54591471,20.58723235,30.97415725,0.200000003,13.39,1.299999952,614.5,350,379.7872193,102.3489361,29.78723341,4.377344972,0.166755995,5.211124967,0.01
"1881",1881,"NC",69,37071,194.49,194.49,29.17,10909.61354,1145.450169,2688.351039,7.96071799,8.650646882,0.928750432,1.618679325,0.689928892,5.65,40.83848329,0.033169658,62.7659458,0.124459684,74.72993548,0.0686,0.0386,3.489219723,0.083314792,0.019382,3.76
"1882",1882,"NM",266,35019,3.99,6.1467825865,3.7,0,0,0,0.122990126,0.000215772,1.795714757,0.010475003,2.137755663,0.004222067,0.011116329,0.002298087,0.009192349,0.006894262,1.5543153,2.3116,0.117576561,0.070980892,0.011356943,0.283923568,0.015331873
"1883",1883,"MT",333,30037,119.89,1.12,7.19506165,0.000338599,0.134722725,0.000785883,0.004947161,0.000791546,0.019788643,0.001068587,0.002354849,0.000821229,0.002107491,0.001286262,1,0.04214981,0.000336407,0.17,0.049340407,17.09806765,0.676019629,0.581760801,0.513802012
"1884",1884,"NC",65,37101,1752.62,1752.62,262.89,0.999833639,0.130561828,0.224607956,3.873163769,4.208837962,0.451869106,0.7875433,0.335674193,5.65,19.86933013,0.016138182,25.18067325,0.060553927,29.98794434,0.02,0.01,1.233139161,0.039854371,0.019382,1.33
"1885",1885,"CA",385,6085,239.7316077,1548.28,1548.28,0.00140484,0.067447917,0.072916667,216.6461925,91.99616982,82.10108056,1937.080798,19.01293593,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,1304.588,13.92,936.556
"1886",1886,"SC",74,45019,0.499919624,1.477440063,12.683,21.592,77.237786,0.73,0.937244,5.093204,14.856856,2.21,60.781769,4.17209007,21.472805,1.689058829,18.98977376,17.30071493,0.00462,0.371763,1.0868624,1738.56,1366.990801,8.797531741,3555.755134
"1887",1887,"WA",322,53005,18.66,1.83,3.4627138125,11.05266817,0.469085569,1.180902237,42.07258606,34.59341821,95.08127494,631.1755,88.089,76.599,49.7895,42.16130002,0.99662095,40.04440479,0.09791666,1.212432806,1.168152847,0.113005946,7,0.25999999,0.286866429
"1888",1888,"MO",342,29001,713.76,107.06,107.06,0.04,2.51,1.64,20.7896,1.227022165,0.360690591,0.697710166,0.232591115,0.009253161,0.1276,1.2808,0.394816161,0.060770586,1.648977776,0.094487926,0.065440766,0.167447802,0.102007035,0.370261809,0.021088452
"1889",1889,"OH",218,39043,328.4392219,1205.2,1205.2,0.11,0.27,14.73385365,0.58,73.99,0.11,1.461804755,0.008941891,3.265734027,3.594367953,3.898133054,0.449831536,0.753596637,0.303765102,24.565,0.016523059,44.0000781,1.676193355,52.3810425,0.309940903
"1890",1890,"IL",241,17183,1523.442642,7305.8,7305.8,257.1790457,592.3405345,474.6434236,0,0,0,0,21.43,0,0,162.2772,0.2453,120.8557,3.826098195,6.104979935,4.466790307,1.57268174,4.72438126,7.147,2.281
"1891",1891,"MO",343,29189,183.75,27.56,27.56,102.5626871,179.51,117.15,1042.0842,1.301031584,6.405548549,1.125837088,5.401054037,0.453416956,10.3713,59.7866,28.88479362,4.574270979,117.7207298,7.040066137,5.048182927,12.53957864,7.481395715,24.55680395,2.041332757
"1892",1892,"IL",239,17007,486.3824548,2288,2288,0.074171385,0.032768855,0.00040316,0,0,0,0,21.43,0,0,10.65,0.06,12.62,0.145917,0.06,0.05,0.010983,2.5142562385,0.4981,0.08
"1893",1893,"CA",384,6103,554.5453497,110.48,110.48,0.00140484,0.067447917,0.072916667,2.310853728,0.984954048,82.10108056,16.91469163,0.04735356,8,0.245,4,0.07,0.8,0.04,0.3,56.57,2.51,22.38,0.13,46.28
"1894",1894,"WI",246,55025,899.11,899.11,58.29893507,355.3794329,352.371835,84.7680187,26.96054681,3.592345267,25.84470508,61.054917,148.7753565,0.398195,427.8546812,2.19,560.5407239,4.950545347,7.641165728,4.950545347,0.370620381,0.03123889,4.120165551,3.049095333,27.81218848
"1895",1895,"TX",145,48151,1274.02,180.85,180.85,0.18,5.63,0.006499,350.27,0.45,0.76,0.004437,0.9,0.006483684,0.01,0.003892632,0.01,0.008486842,0.005432,0.04,0.010023764,0.07,0.01,0.064824774,0.01
"1896",1896,"LA",135,22085,58.92,8.83,8.83,0.017332319,0.010749371,0.01999883,1,3,38,6.21,56.51726744,0.541211786,185.4220144,7.336330155,6.325266719,5.76572331,11.72403133,31,63.5,55.5,23.5,42.259462935,17.095238095
"1897",1897,"IL",242,17137,1315.993174,4350,4350,70.98576561,1097.364692,1031.20279,42.615,0,22.87,0,79.52,1064.23,0.45,18.9254,0.1076,21.5315,0.145917,0.3135,0.1985,0.010983,2.5142562385,0.2235,0.0107
"1898",1898,"GA",83,13235,179.1558842,1395.39,1395.39,0.85,25.45,1.06,0.10323,0.36218925,0.01,0.11,0.137810748,0.02204972,0.551242993,0.029767122,0.065597916,0.022876584,0.058707379,0.035830795,0.475,1.174147575,0.009371131,14.91,37.99158726
"1899",1899,"NC",63,37015,970.77,970.77,145.61,0.31625219,0.041297334,0.071044577,0.615207978,0.668526003,0.071774264,0.125092289,0.053318025,5.65,3.15601693,0.002563367,1.648851788,0.009618302,1.962918795,0.003876765,0.002110138,0.008440551,0.006330413,0.019382,0.27
"1900",1900,"NC",69,37167,439.21,439.21,65.88,93.33257179,0.116555195,0.670512083,2.268533694,2.465139948,0.264662264,0.461268518,0.196606253,5.65,11.63757785,0.009452224,6.241353412,0.035466774,7.430932158,0.01247905,0.010260026,0.034241926,0.023981899,0.00247905,0.0137725
"1901",1901,"TN",94,47143,35.94,2.66,1.09,56.43994661,7.28327618,12.60480609,0,0,0,0,0,28,29.94117681,0,0,4.489058341,0.026186174,5.344117073,0.027789409,0.005744926,0.022979703,0.017234778,0.125
"1902",1902,"NC",64,37079,867.25,867.25,130.08,0.040294133,0.005261751,0.009051889,0.366524221,0.398289654,0.042761159,0.074526592,0.031765433,5.65,1.880269255,0.001527184,0.982341157,0.005730323,1.169453758,0.002309671,0.001257163,0.005028651,0.003771488,0.019382,0.27
"1903",1903,"KY",202,21131,0.45,27.79,1.2347784,0,0.762399876,0.831708956,1.327833233,0.007745694,1.580753848,0.003121989,0.00821992,0.00169931,0.006797242,0.005097931,2.08,0.162425565,0.009484523,0.086941462,0.018206852,0.459709674,0.026376613,0.055988681,0.019501485
"1904",1904,"MD",184,24039,464.11,464.11,69.61,5.244501968,13.90117326,14.98759499,0.4,8.58,6.15,7.2,3.02,4.07,1.04,97.224,99.403118,69.65,0.68,1.455,1.615,0.003118617,0.008211005,0.001697482,0.00678987
"1905",1905,"IL",240,17123,1138.736551,4586.9,4586.9,0.014853639,0.026562325,8.07e-05,0,0,0,0,21.43,0,0,3.09,0.02,3.67,0.145917,0.01,0.01,0.010983,2.5142562385,0.4981,0.02
"1906",1906,"KY",203,21143,1.35,27.79,1.2347784,0.009080416,0.896072522,0.977533661,3.480044107,0.009103757,4.142909651,0.165173172,0.18332113,0.163501053,0.181649011,0.018147959,2.08,0.17366,0.024857458,0.227860031,0.021399085,0.54031122,0.031001262,0.065805256,0.022920708
"1907",1907,"TX",143,48095,1010.52,140.66,140.66,0.03,0.93,0.001083,350.27,0.45,0.79,0.004662,0.95,0.007078421,0.01,0.004090658,0.01,0.01,0.005708,0.05,0.002192364,0.05,0.01,0.010648634,0.01
"1908",1908,"TX",143,48081,300.26,36.46,36.46,0.03,0.93,0.001083,350.27,0.45,0.69,0.004031,0.82,0.006052632,0.01,0.003536184,0.01,0.008486842,0.004935,0.04,0.002192364,0.05,0.01,0.010648634,0.01
"1909",1909,"TN",95,47133,20.48,0.94,1.09,15.51206301,2.001749573,3.464329044,0,0,0,0,0,28,29.94117681,0,0,2.536970485,0.014798994,3.020202958,0.015705055,0.003246718,0.012986873,0.009740155,0.125
"1910",1910,"MI",224,26063,5897.78,884.66,884.66,0,0.843332609,0,0.0070227525,0.07,0.64,0.0405,0.008798369,0.4325,0.008606128,0.032,0.006613969,0.022,0.01,1.18,5e-04,48.1,84.10423294,0.784863593,274.077896
"1911",1911,"MI",224,26069,120,18,18,0,0.843332609,0,0.0070227525,0.04,0.4,0.029493874,0.0055148,0.19,0.005394304,0.02,0.004145622,0.016395632,0.006494742,0.62,5e-04,68.837,84.46570686,0.684217906,247.647823
"1912",1912,"GA",79,13069,2010.249739,1665.12,1665.12,14.43,429.46,18,0.10323,0.36218925,0.06,0.61,0.482611004,0.077217761,1.930444014,0.104243977,0.229722838,0.080113427,0.205592287,0.125478861,0.475,4.11184575,0.032817548,100.14,138.2945843
"1913",1913,"GA",79,13299,301.5300831,545.72,545.72,5.07,151.05,6.33,0.10323,0.36218925,0.06,0.63,0.668195997,0.10691136,2.672783989,0.144330335,0.318061295,0.110920536,0.284651495,0.173730959,0.475,5.693029897,0.045437328,55.29,143.9331463
"1914",1914,"ND",356,38037,64.45,0,0.113382326,1.579380611,2.421854722,0,0,0,12.77,18.81338304,0.063776185,6.109679639,0.128625808,0.094228918,0.087336665,1.971993954,1.31,1.31,0.25,0.15,0.17,0.02,0.0244296
"1915",1915,"LA",128,22051,2.78,0.41,0.41,0.946796181,0.587195709,1.092457132,1,3,38,401.54,642.8367299,4.764017914,1908.916929,64.26462754,55.27607766,50.68386639,122.3527456,31,63.5,55.5,23.5,42.259462935,17.095238095
"1916",1916,"LA",129,22103,41.1,6.16,6.16,0.273689535,0.169740144,0.315795617,1,3,38,45.03,527.5106466,4.954444491,1981.208475,69.83651482,60.02138496,54.51447298,104.3440201,31,63.5,55.5,23.5,42.259462935,17.095238095
"1917",1917,"IA",257,19083,7254.03966,2815.66,2815.66,6.06,1786.752235,89.66573215,1.699000161,0.010194001,3.737800355,4.077600387,4.430992421,0.475720045,0.829112079,0.353392034,27.4,59.91354169,0.016990002,10.70842754,12.74812803,0.02,0.066290266,0.01,0.054816951
"1918",1918,"LA",133,22023,304.06,45.6,45.6,0.007960262,0.004936893,0.009184918,1,3,38,7.67,25.85297606,0.235850951,80.94164225,3.193737715,2.754013758,2.509936013,5.344064743,31,63.5,55.5,23.5,42.259462935,17.095238095
"1919",1919,"OH",219,39027,1095.88107,2465.13,2465.13,0.11,0.27,14.73385365,30.69,0,0,0.652352602,0.003990455,1.457383472,1.604041359,1.739601155,0.200744163,0.336303959,0.135559796,24.565,0.007373666,22.82580075,0.86955426,27.17357225,0.309940903
"1920",1920,"MN",249,27137,0.474509805,0.06,9.02,199.4861504,1.061531062,4.772867234,3.020988516,14.27303862,0.160358732,99.31929971,11.10761499,0.995,4.075,3.313574949,2.43,1.8874794015,2.016382367,1.816425051,386.463155,726.008207,5.159810386,1969.423105,70.35804256
"1921",1921,"OH",215,39093,426.5206606,2840.41,2840.41,0.11,0.27,88.57312192,30.69,42521.44816,40.67172014,32.2799927,0.026914849,47.00977092,10.81895013,12.83327485,1.353980732,3.258305455,0.914324724,1.1,0.27973396,168.2373905,6.1253291,200.284031,0.309940903
"1922",1922,"IA",257,19015,1548.482867,2538.44,2538.44,6.06,1786.752235,89.66573215,1.758758087,0.010552549,3.869267792,4.22101941,4.586841092,0.492452264,0.858273947,0.365821682,27.4,62.0208452,0.017587581,11.28506872,13.95651038,0.02,0.148621854,0.01,0.136744995
"1923",1923,"TX",140,48373,327.61,36.36,36.36,4.31,133.4,0.15,350.27,0.45,7.22,0.04,8.6,0.06,0.15,0.03,0.13,0.09,0.05,0.47,0.021408145,0.52,0.02,0.2,0.009789
"1924",1924,"NE",284,31051,1365.87,204.88,204.88,0.249096659,0.031703211,0.055254168,0.042114358,0.00452148,0.007880294,0.003358814,0.298223916,0.000161481,1.354185597,0.007899416,1.61212571,0.003183948,0.008383054,0.001733035,0.005199105,0.009672754,0.088666914,0.033434714,0.005349554
"1925",1925,"MD",185,24025,553.28,553.28,82.99,86.56851551,229.4600976,247.3931476,0.2,4.29,3.07,3.6,1.51,2.03,0.52,97.224,99.403118,34.82,0.34,75.7195,86.4465,3.5,4.262892258,3.43,4.192892258
"1926",1926,"SC",75,45037,0.499919624,1.477440063,12.683,21.592,8.699906,0.01,0.040927,0.573506,0.88,0.041018182,3.52,0.07,0.38,0.02,0.33,0.31,0.00462,0.237,0.06,39.62,69.28570166,0.578459869,207.1677381
"1927",1927,"VA",159,51001,111.93,111.93,4.63,46.3,0.12,1.47,0.04,13.02,0.147544192,0.04,0.147544192,0.03,0.008074335,0.05,0.49,3.3172,0.21,24.16584,1.2556145,0.026029315,0.947774345,0.16987003,45.286772
"1928",1928,"WI",244,55015,261.37,261.37,1.83,5.089571975,278.9748572,15.18783,0,0,25.84470508,17.787125,0,0,427.1734,0.07,31.14507,1.022717542,1.167615,0.984593708,0.074897458,0.03123889,1.097615,0.664475,9.3943995
